"YEAR","DATANUM","SERIAL","CBSERIAL","HHWT","CPI99","GQ","QGQ","PERNUM","PERWT","SEX","AGE","EDUC","EDUCD","INCTOT","SEX_HEAD","SEX_MOM","SEX_POP","SEX_SP","SEX_MOM2","SEX_POP2","AGE_HEAD","AGE_MOM","AGE_POP","AGE_SP","AGE_MOM2","AGE_POP2","EDUC_HEAD","EDUC_MOM","EDUC_POP","EDUC_SP","EDUC_MOM2","EDUC_POP2","EDUCD_HEAD","EDUCD_MOM","EDUCD_POP","EDUCD_SP","EDUCD_MOM2","EDUCD_POP2","INCTOT_HEAD","INCTOT_MOM","INCTOT_POP","INCTOT_SP","INCTOT_MOM2","INCTOT_POP2"
1970,2,543,,100,4.54,1,0,1,100,1,30,10,100,8050,1,,,2,,,30,,,27,,,10,,,7,,,100,,,70,,,8050,,,2050,,
1970,2,543,,100,4.54,1,0,2,100,2,27,7,70,2050,1,,,1,,,30,,,30,,,10,,,10,,,100,,,100,,,8050,,,8050,,
1970,2,543,,100,4.54,1,0,3,100,1,7,1,12,9999999,1,2,1,,,,30,27,30,,,,10,7,10,,,,100,70,100,,,,8050,2050,8050,,,
1970,2,543,,100,4.54,1,0,4,100,1,1,0,1,9999999,1,2,1,,,,30,27,30,,,,10,7,10,,,,100,70,100,,,,8050,2050,8050,,,
1970,2,544,,100,4.54,1,0,1,100,1,73,2,26,3550,1,,,2,,,73,,,74,,,2,,,2,,,26,,,26,,,3550,,,0,,
1970,2,544,,100,4.54,1,0,2,100,2,74,2,26,0,1,,,1,,,73,,,73,,,2,,,2,,,26,,,26,,,3550,,,3550,,
1970,2,544,,100,4.54,1,0,3,100,1,49,4,40,850,1,2,1,,,,73,74,73,,,,2,2,2,,,,26,26,26,,,,3550,0,3550,,,
1970,2,544,,100,4.54,1,0,4,100,2,50,1,14,1050,1,,,,,,73,,,,,,2,,,,,,26,,,,,,3550,,,,,
1970,2,545,,100,4.54,1,0,1,100,1,39,2,26,950,1,,,2,,,39,,,34,,,2,,,4,,,26,,,40,,,950,,,1050,,
1970,2,545,,100,4.54,1,0,2,100,2,34,4,40,1050,1,,,1,,,39,,,39,,,2,,,2,,,26,,,26,,,950,,,950,,
1970,2,545,,100,4.54,1,0,3,100,1,16,2,26,0,1,2,1,,,,39,34,39,,,,2,4,2,,,,26,40,26,,,,950,1050,950,,,
1970,2,545,,100,4.54,1,0,4,100,1,20,5,50,0,1,,,,,,39,,,,,,2,,,,,,26,,,,,,950,,,,,
1970,2,546,,100,4.54,1,0,1,100,1,66,1,16,8050,1,,,2,,,66,,,63,,,1,,,2,,,16,,,22,,,8050,,,0,,
1970,2,546,,100,4.54,1,0,2,100,2,63,2,22,0,1,,,1,,,66,,,66,,,1,,,1,,,16,,,16,,,8050,,,8050,,
1970,2,547,,100,4.54,1,0,1,100,1,56,2,26,10250,1,,,2,,,56,,,53,,,2,,,2,,,26,,,26,,,10250,,,5350,,
1970,2,547,,100,4.54,1,0,2,100,2,53,2,26,5350,1,,,1,,,56,,,56,,,2,,,2,,,26,,,26,,,10250,,,10250,,
1970,2,547,,100,4.54,1,0,3,100,2,19,6,60,5250,1,2,1,,,,56,53,56,,,,2,2,2,,,,26,26,26,,,,10250,5350,10250,,,
1970,2,548,,100,4.54,1,0,1,100,1,72,6,60,3250,1,,,2,,,72,,,69,,,6,,,6,,,60,,,60,,,3250,,,550,,
1970,2,548,,100,4.54,1,0,2,100,2,69,6,60,550,1,,,1,,,72,,,72,,,6,,,6,,,60,,,60,,,3250,,,3250,,
1970,2,549,,100,4.54,1,0,1,100,1,30,4,40,6550,1,,,2,,,30,,,24,,,4,,,6,,,40,,,60,,,6550,,,0,,
1970,2,549,,100,4.54,1,0,2,100,2,24,6,60,0,1,,,1,,,30,,,30,,,4,,,4,,,40,,,40,,,6550,,,6550,,
1970,2,549,,100,4.54,1,0,3,100,1,1,0,1,9999999,1,2,1,,,,30,24,30,,,,4,6,4,,,,40,60,40,,,,6550,0,6550,,,
1970,2,550,,100,4.54,1,0,1,100,1,75,3,30,2250,1,,,,,,75,,,,,,3,,,,,,30,,,,,,2250,,,,,
1970,2,551,,100,4.54,1,0,1,100,1,50,6,60,11150,1,,,2,,,50,,,46,,,6,,,7,,,60,,,70,,,11150,,,5150,,
1970,2,551,,100,4.54,1,0,2,100,2,46,7,70,5150,1,,,1,,,50,,,50,,,6,,,6,,,60,,,60,,,11150,,,11150,,
1970,2,552,,100,4.54,1,0,1,100,1,51,6,60,13150,1,,,2,,,51,,,46,,,6,,,5,,,60,,,50,,,13150,,,0,,
1970,2,552,,100,4.54,1,0,2,100,2,46,5,50,0,1,,,1,,,51,,,51,,,6,,,6,,,60,,,60,,,13150,,,13150,,
1970,2,552,,100,4.54,1,0,3,100,2,12,2,22,9999999,1,2,1,,,,51,46,51,,,,6,5,6,,,,60,50,60,,,,13150,0,13150,,,
1970,2,552,,100,4.54,1,0,4,100,2,10,1,17,9999999,1,2,1,,,,51,46,51,,,,6,5,6,,,,60,50,60,,,,13150,0,13150,,,
1970,2,552,,100,4.54,1,0,5,100,2,8,1,15,9999999,1,2,1,,,,51,46,51,,,,6,5,6,,,,60,50,60,,,,13150,0,13150,,,
1970,2,552,,100,4.54,1,0,6,100,2,4,0,2,9999999,1,2,1,,,,51,46,51,,,,6,5,6,,,,60,50,60,,,,13150,0,13150,,,
1970,2,553,,100,4.54,1,0,1,100,2,37,6,60,750,2,,,,,,37,,,,,,6,,,,,,60,,,,,,750,,,,,
1970,2,553,,100,4.54,1,0,2,100,2,15,3,30,0,2,2,,,,,37,37,,,,,6,6,,,,,60,60,,,,,750,750,,,,
1970,2,553,,100,4.54,1,0,3,100,2,6,1,12,9999999,2,2,,,,,37,37,,,,,6,6,,,,,60,60,,,,,750,750,,,,
1970,2,554,,100,4.54,3,0,1,100,2,89,2,26,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,2,555,,100,4.54,1,0,1,100,1,25,7,70,13450,1,,,2,,,25,,,23,,,7,,,6,,,70,,,60,,,13450,,,0,,
1970,2,555,,100,4.54,1,0,2,100,2,23,6,60,0,1,,,1,,,25,,,25,,,7,,,7,,,70,,,70,,,13450,,,13450,,
1970,2,556,,100,4.54,1,0,1,100,1,28,6,60,11850,1,,,2,,,28,,,26,,,6,,,6,,,60,,,60,,,11850,,,0,,
1970,2,556,,100,4.54,1,0,2,100,2,26,6,60,0,1,,,1,,,28,,,28,,,6,,,6,,,60,,,60,,,11850,,,11850,,
1970,2,556,,100,4.54,1,0,3,100,1,2,0,1,9999999,1,2,1,,,,28,26,28,,,,6,6,6,,,,60,60,60,,,,11850,0,11850,,,
1970,2,556,,100,4.54,1,0,4,100,1,0,0,1,9999999,1,2,1,,,,28,26,28,,,,6,6,6,,,,60,60,60,,,,11850,0,11850,,,
1970,2,556,,100,4.54,1,0,5,100,2,79,6,60,1950,1,,,,,,28,,,,,,6,,,,,,60,,,,,,11850,,,,,
1970,2,557,,100,4.54,1,0,1,100,1,32,6,60,2650,1,,,2,,,32,,,30,,,6,,,4,,,60,,,40,,,2650,,,30050,,
1970,2,557,,100,4.54,1,0,2,100,2,30,4,40,30050,1,,,1,,,32,,,32,,,6,,,6,,,60,,,60,,,2650,,,2650,,
1970,2,557,,100,4.54,1,0,3,100,1,9,1,16,9999999,1,2,1,,,,32,30,32,,,,6,4,6,,,,60,40,60,,,,2650,30050,2650,,,
1970,2,557,,100,4.54,1,0,4,100,1,7,1,14,9999999,1,2,1,,,,32,30,32,,,,6,4,6,,,,60,40,60,,,,2650,30050,2650,,,
1970,2,558,,100,4.54,1,0,1,100,1,52,6,60,20950,1,,,2,,,52,,,51,,,6,,,4,,,60,,,40,,,20950,,,0,,
1970,2,558,,100,4.54,1,0,2,100,2,51,4,40,0,1,,,1,,,52,,,52,,,6,,,6,,,60,,,60,,,20950,,,20950,,
1970,2,558,,100,4.54,1,0,3,100,2,16,4,40,0,1,2,1,,,,52,51,52,,,,6,4,6,,,,60,40,60,,,,20950,0,20950,,,
1970,2,559,,100,4.54,1,0,1,100,1,83,2,26,1650,1,,,,,,83,,,,,,2,,,,,,26,,,,,,1650,,,,,
1970,2,560,,100,4.54,1,0,1,100,1,48,6,60,10050,1,,,2,,,48,,,44,,,6,,,6,,,60,,,60,,,10050,,,0,,
1970,2,560,,100,4.54,1,0,2,100,2,44,6,60,0,1,,,1,,,48,,,48,,,6,,,6,,,60,,,60,,,10050,,,10050,,
1970,2,560,,100,4.54,1,0,3,100,1,20,7,70,0,1,2,1,,,,48,44,48,,,,6,6,6,,,,60,60,60,,,,10050,0,10050,,,
1970,2,560,,100,4.54,1,0,4,100,2,12,2,23,9999999,1,2,1,,,,48,44,48,,,,6,6,6,,,,60,60,60,,,,10050,0,10050,,,
1970,2,561,,100,4.54,1,0,1,100,1,49,6,60,10150,1,,,2,,,49,,,49,,,6,,,6,,,60,,,60,,,10150,,,0,,
1970,2,561,,100,4.54,1,0,2,100,2,49,6,60,0,1,,,1,,,49,,,49,,,6,,,6,,,60,,,60,,,10150,,,10150,,
1970,2,561,,100,4.54,1,0,3,100,2,20,6,60,4550,1,2,1,,,,49,49,49,,,,6,6,6,,,,60,60,60,,,,10150,0,10150,,,
1970,2,562,,100,4.54,1,0,1,100,1,46,6,60,10550,1,,,2,,,46,,,45,,,6,,,6,,,60,,,60,,,10550,,,550,,
1970,2,562,,100,4.54,1,0,2,100,2,45,6,60,550,1,,,1,,,46,,,46,,,6,,,6,,,60,,,60,,,10550,,,10550,,
1970,2,562,,100,4.54,1,0,3,100,2,14,2,26,0,1,2,1,,,,46,45,46,,,,6,6,6,,,,60,60,60,,,,10550,550,10550,,,
1970,2,562,,100,4.54,1,0,4,100,1,13,2,23,9999999,1,2,1,,,,46,45,46,,,,6,6,6,,,,60,60,60,,,,10550,550,10550,,,
1970,2,562,,100,4.54,1,0,5,100,1,11,1,16,9999999,1,2,1,,,,46,45,46,,,,6,6,6,,,,60,60,60,,,,10550,550,10550,,,
1970,2,562,,100,4.54,1,0,6,100,1,7,1,12,9999999,1,2,1,,,,46,45,46,,,,6,6,6,,,,60,60,60,,,,10550,550,10550,,,
1970,2,563,,100,4.54,1,0,1,100,1,26,6,60,14050,1,2,,2,,,26,48,,24,,,6,8,,6,,,60,80,,60,,,14050,1150,,0,,
1970,2,563,,100,4.54,1,0,2,100,2,24,6,60,0,1,,,1,,,26,,,26,,,6,,,6,,,60,,,60,,,14050,,,14050,,
1970,2,563,,100,4.54,1,0,3,100,2,2,0,1,9999999,1,2,1,,,,26,24,26,,,,6,6,6,,,,60,60,60,,,,14050,0,14050,,,
1970,2,563,,100,4.54,1,0,4,100,2,48,8,80,1150,1,,,,,,26,,,,,,6,,,,,,60,,,,,,14050,,,,,
1970,2,564,,100,4.54,1,0,1,100,1,53,2,25,9250,1,,,2,,,53,,,51,,,2,,,2,,,25,,,25,,,9250,,,6550,,
1970,2,564,,100,4.54,1,0,2,100,2,51,2,25,6550,1,,,1,,,53,,,53,,,2,,,2,,,25,,,25,,,9250,,,9250,,
1970,2,565,,100,4.54,1,0,1,100,1,37,6,60,9750,1,,,2,,,37,,,37,,,6,,,6,,,60,,,60,,,9750,,,4850,,
1970,2,565,,100,4.54,1,0,2,100,2,37,6,60,4850,1,,,1,,,37,,,37,,,6,,,6,,,60,,,60,,,9750,,,9750,,
1970,2,565,,100,4.54,1,0,3,100,1,16,4,40,0,1,2,1,,,,37,37,37,,,,6,6,6,,,,60,60,60,,,,9750,4850,9750,,,
1970,2,565,,100,4.54,1,0,4,100,1,15,3,30,0,1,2,1,,,,37,37,37,,,,6,6,6,,,,60,60,60,,,,9750,4850,9750,,,
1970,2,565,,100,4.54,1,0,5,100,2,3,0,2,9999999,1,2,1,,,,37,37,37,,,,6,6,6,,,,60,60,60,,,,9750,4850,9750,,,
1970,2,565,,100,4.54,1,0,6,100,2,1,0,1,9999999,1,2,1,,,,37,37,37,,,,6,6,6,,,,60,60,60,,,,9750,4850,9750,,,
1970,2,566,,100,4.54,3,0,1,100,2,58,6,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,2,567,,100,4.54,1,0,1,100,1,59,2,26,34650,1,,,2,,,59,,,58,,,2,,,6,,,26,,,60,,,34650,,,0,,
1970,2,567,,100,4.54,1,0,2,100,2,58,6,60,0,1,,,1,,,59,,,59,,,2,,,2,,,26,,,26,,,34650,,,34650,,
1970,2,568,,100,4.54,1,0,1,100,1,59,6,60,10650,1,,,,,,59,,,,,,6,,,,,,60,,,,,,10650,,,,,
1970,2,569,,100,4.54,1,0,1,100,1,69,6,60,8150,1,,,2,,,69,,,62,,,6,,,6,,,60,,,60,,,8150,,,50,,
1970,2,569,,100,4.54,1,0,2,100,2,62,6,60,50,1,,,1,,,69,,,69,,,6,,,6,,,60,,,60,,,8150,,,8150,,
1970,2,569,,100,4.54,1,0,3,100,2,25,6,60,4950,1,2,1,,,,69,62,69,,,,6,6,6,,,,60,60,60,,,,8150,50,8150,,,
1970,2,570,,100,4.54,1,0,1,100,1,49,2,26,150,1,,,2,,,49,,,55,,,2,,,4,,,26,,,40,,,150,,,2550,,
1970,2,570,,100,4.54,1,0,2,100,2,55,4,40,2550,1,,,1,,,49,,,49,,,2,,,2,,,26,,,26,,,150,,,150,,
1970,2,571,,100,4.54,1,0,1,100,2,23,5,50,4150,2,,,,,,23,,,,,,5,,,,,,50,,,,,,4150,,,,,
1970,2,571,,100,4.54,1,0,2,100,2,7,1,15,9999999,2,2,,,,,23,23,,,,,5,5,,,,,50,50,,,,,4150,4150,,,,
1970,2,571,,100,4.54,1,0,3,100,2,3,0,2,9999999,2,2,,,,,23,23,,,,,5,5,,,,,50,50,,,,,4150,4150,,,,
1970,2,572,,100,4.54,1,0,1,100,2,74,2,26,1350,2,,,,,,74,,,,,,2,,,,,,26,,,,,,1350,,,,,
1970,2,573,,100,4.54,1,0,1,100,2,42,6,60,4650,2,,,,,,42,,,,,,6,,,,,,60,,,,,,4650,,,,,
1970,2,573,,100,4.54,1,0,2,100,1,22,6,60,1450,2,2,,,,,42,42,,,,,6,6,,,,,60,60,,,,,4650,4650,,,,
1970,2,573,,100,4.54,1,0,3,100,1,19,5,50,750,2,2,,,,,42,42,,,,,6,6,,,,,60,60,,,,,4650,4650,,,,
1970,2,573,,100,4.54,1,0,4,100,1,18,6,65,2950,2,2,,,,,42,42,,,,,6,6,,,,,60,60,,,,,4650,4650,,,,
1970,2,573,,100,4.54,1,0,5,100,2,14,2,26,0,2,2,,,,,42,42,,,,,6,6,,,,,60,60,,,,,4650,4650,,,,
1970,2,574,,100,4.54,1,0,1,100,1,65,5,50,1850,1,,,2,,,65,,,63,,,5,,,6,,,50,,,60,,,1850,,,0,,
1970,2,574,,100,4.54,1,0,2,100,2,63,6,60,0,1,,,1,,,65,,,65,,,5,,,5,,,50,,,50,,,1850,,,1850,,
1970,2,575,,100,4.54,1,0,1,100,2,40,3,30,5250,2,,,,,,40,,,,,,3,,,,,,30,,,,,,5250,,,,,
1970,2,575,,100,4.54,1,0,2,100,2,6,1,11,9999999,2,2,,,,,40,40,,,,,3,3,,,,,30,30,,,,,5250,5250,,,,
1970,2,575,,100,4.54,1,0,3,100,2,13,2,23,9999999,2,2,,,,,40,40,,,,,3,3,,,,,30,30,,,,,5250,5250,,,,
1970,2,575,,100,4.54,1,0,4,100,2,11,1,17,9999999,2,2,,,,,40,40,,,,,3,3,,,,,30,30,,,,,5250,5250,,,,
1970,2,575,,100,4.54,1,0,5,100,2,15,2,26,0,2,2,,,,,40,40,,,,,3,3,,,,,30,30,,,,,5250,5250,,,,
1970,2,575,,100,4.54,1,0,6,100,2,0,0,1,9999999,2,2,,,,,40,15,,,,,3,2,,,,,30,26,,,,,5250,0,,,,
1970,2,576,,100,4.54,1,0,1,100,1,61,2,26,5050,1,,,2,,,61,,,56,,,2,,,6,,,26,,,60,,,5050,,,1650,,
1970,2,576,,100,4.54,1,0,2,100,2,56,6,60,1650,1,,,1,,,61,,,61,,,2,,,2,,,26,,,26,,,5050,,,5050,,
1970,2,577,,100,4.54,1,0,1,100,1,47,5,50,11150,1,,,2,,,47,,,39,,,5,,,4,,,50,,,40,,,11150,,,3050,,
1970,2,577,,100,4.54,1,0,2,100,2,39,4,40,3050,1,,,1,,,47,,,47,,,5,,,5,,,50,,,50,,,11150,,,11150,,
1970,2,577,,100,4.54,1,0,3,100,1,18,6,60,4550,1,2,1,,,,47,39,47,,,,5,4,5,,,,50,40,50,,,,11150,3050,11150,,,
1970,2,577,,100,4.54,1,0,4,100,2,16,4,40,0,1,2,1,,,,47,39,47,,,,5,4,5,,,,50,40,50,,,,11150,3050,11150,,,
1970,2,577,,100,4.54,1,0,5,100,2,15,2,26,0,1,2,1,,,,47,39,47,,,,5,4,5,,,,50,40,50,,,,11150,3050,11150,,,
1970,2,578,,100,4.54,1,0,1,100,1,64,2,26,8150,1,,,2,,,64,,,52,,,2,,,2,,,26,,,26,,,8150,,,6150,,
1970,2,578,,100,4.54,1,0,2,100,2,52,2,26,6150,1,,,1,,,64,,,64,,,2,,,2,,,26,,,26,,,8150,,,8150,,
1970,2,579,,100,4.54,1,0,1,100,1,24,10,100,6450,1,,,2,,,24,,,24,,,10,,,8,,,100,,,80,,,6450,,,5350,,
1970,2,579,,100,4.54,1,0,2,100,2,24,8,80,5350,1,,,1,,,24,,,24,,,10,,,10,,,100,,,100,,,6450,,,6450,,
1970,2,580,,100,4.54,1,0,1,100,2,22,6,60,5150,2,,,,,,22,,,,,,6,,,,,,60,,,,,,5150,,,,,
1970,2,580,,100,4.54,1,0,2,100,2,24,10,100,3450,2,,,,,,22,,,,,,6,,,,,,60,,,,,,5150,,,,,
1970,2,581,,100,4.54,1,0,1,100,1,67,1,16,8450,1,,,2,,,67,,,63,,,1,,,2,,,16,,,23,,,8450,,,4350,,
1970,2,581,,100,4.54,1,0,2,100,2,63,2,23,4350,1,,,1,,,67,,,67,,,1,,,1,,,16,,,16,,,8450,,,8450,,
1970,2,581,,100,4.54,1,0,3,100,1,36,4,40,9950,1,,,2,,,67,,,33,,,1,,,6,,,16,,,60,,,8450,,,0,,
1970,2,581,,100,4.54,1,0,4,100,2,33,6,60,0,1,2,1,1,,,67,63,67,36,,,1,2,1,4,,,16,23,16,40,,,8450,4350,8450,9950,,
1970,2,581,,100,4.54,1,0,5,100,1,12,2,25,9999999,1,2,1,,,,67,33,36,,,,1,6,4,,,,16,60,40,,,,8450,0,9950,,,
1970,2,581,,100,4.54,1,0,6,100,1,10,2,22,9999999,1,2,1,,,,67,33,36,,,,1,6,4,,,,16,60,40,,,,8450,0,9950,,,
1970,2,581,,100,4.54,1,0,7,100,1,4,0,2,9999999,1,2,1,,,,67,33,36,,,,1,6,4,,,,16,60,40,,,,8450,0,9950,,,
1970,2,582,,100,4.54,1,0,1,100,1,68,7,70,2850,1,,,2,,,68,,,65,,,7,,,8,,,70,,,80,,,2850,,,0,,
1970,2,582,,100,4.54,1,0,2,100,2,65,8,80,0,1,,,1,,,68,,,68,,,7,,,7,,,70,,,70,,,2850,,,2850,,
1970,2,583,,100,4.54,1,0,1,100,2,78,2,26,1150,2,,,,,,78,,,,,,2,,,,,,26,,,,,,1150,,,,,
1970,2,584,,100,4.54,1,0,1,100,2,80,2,26,1250,2,,,,,,80,,,,,,2,,,,,,26,,,,,,1250,,,,,
1970,2,585,,100,4.54,1,0,1,100,1,52,6,60,9950,1,,,2,,,52,,,50,,,6,,,4,,,60,,,40,,,9950,,,0,,
1970,2,585,,100,4.54,1,0,2,100,2,50,4,40,0,1,,,1,,,52,,,52,,,6,,,6,,,60,,,60,,,9950,,,9950,,
1970,2,585,,100,4.54,1,0,3,100,2,27,6,60,1050,1,2,1,,,,52,50,52,,,,6,4,6,,,,60,40,60,,,,9950,0,9950,,,
1970,2,585,,100,4.54,1,0,4,100,2,0,0,1,9999999,1,2,,,,,52,27,,,,,6,6,,,,,60,60,,,,,9950,1050,,,,
1970,2,586,,100,4.54,1,0,1,100,1,52,6,60,20050,1,,,2,,,52,,,53,,,6,,,6,,,60,,,60,,,20050,,,3750,,
1970,2,586,,100,4.54,1,0,2,100,2,53,6,60,3750,1,,,1,,,52,,,52,,,6,,,6,,,60,,,60,,,20050,,,20050,,
1970,2,586,,100,4.54,1,0,3,100,1,21,6,60,8850,1,2,1,,,,52,53,52,,,,6,6,6,,,,60,60,60,,,,20050,3750,20050,,,
1970,2,586,,100,4.54,1,0,4,100,2,16,3,30,0,1,2,1,,,,52,53,52,,,,6,6,6,,,,60,60,60,,,,20050,3750,20050,,,
1970,2,586,,100,4.54,1,0,5,100,2,13,2,25,9999999,1,2,1,,,,52,53,52,,,,6,6,6,,,,60,60,60,,,,20050,3750,20050,,,
1970,2,587,,100,4.54,1,0,1,100,1,63,1,17,3950,1,,,2,,,63,,,59,,,1,,,2,,,17,,,26,,,3950,,,0,,
1970,2,587,,100,4.54,1,0,2,100,2,59,2,26,0,1,,,1,,,63,,,63,,,1,,,1,,,17,,,17,,,3950,,,3950,,
1970,2,588,,100,4.54,1,0,1,100,1,53,8,80,34450,1,,,2,,,53,,,49,,,8,,,6,,,80,,,60,,,34450,,,0,,
1970,2,588,,100,4.54,1,0,2,100,2,49,6,60,0,1,,,1,,,53,,,53,,,8,,,8,,,80,,,80,,,34450,,,34450,,
1970,2,588,,100,4.54,1,0,3,100,2,20,7,70,1850,1,2,1,,,,53,49,53,,,,8,6,8,,,,80,60,80,,,,34450,0,34450,,,
1970,2,588,,100,4.54,1,0,4,100,1,15,3,30,0,1,2,1,,,,53,49,53,,,,8,6,8,,,,80,60,80,,,,34450,0,34450,,,
1970,2,589,,100,4.54,1,0,1,100,1,68,5,50,12050,1,,,2,,,68,,,54,,,5,,,7,,,50,,,70,,,12050,,,5150,,
1970,2,589,,100,4.54,1,0,2,100,2,54,7,70,5150,1,,1,1,,,68,,88,68,,,5,,5,5,,,50,,50,50,,,12050,,1650,12050,,
1970,2,589,,100,4.54,1,0,3,100,1,88,5,50,1650,1,,,,,,68,,,,,,5,,,,,,50,,,,,,12050,,,,,
1970,2,590,,100,4.54,1,0,1,100,1,73,2,22,5650,1,,,2,,,73,,,60,,,2,,,2,,,22,,,26,,,5650,,,0,,
1970,2,590,,100,4.54,1,0,2,100,2,60,2,26,0,1,,,1,,,73,,,73,,,2,,,2,,,22,,,22,,,5650,,,5650,,
1970,2,591,,100,4.54,1,0,1,100,1,53,4,40,8350,1,,,,,,53,,,,,,4,,,,,,40,,,,,,8350,,,,,
1970,2,591,,100,4.54,1,0,2,100,1,24,9,90,7850,1,,1,,,,53,,53,,,,4,,4,,,,40,,40,,,,8350,,8350,,,
1970,2,592,,100,4.54,1,0,1,100,1,44,2,26,7550,1,,,2,,,44,,,45,,,2,,,3,,,26,,,30,,,7550,,,6750,,
1970,2,592,,100,4.54,1,0,2,100,2,45,3,30,6750,1,2,,1,,,44,73,,44,,,2,0,,2,,,26,2,,26,,,7550,950,,7550,,
1970,2,592,,100,4.54,1,0,3,100,2,18,5,50,1250,1,2,1,,,,44,45,44,,,,2,3,2,,,,26,30,26,,,,7550,6750,7550,,,
1970,2,592,,100,4.54,1,0,4,100,1,14,2,26,0,1,2,1,,,,44,45,44,,,,2,3,2,,,,26,30,26,,,,7550,6750,7550,,,
1970,2,592,,100,4.54,1,0,5,100,1,11,2,22,9999999,1,2,1,,,,44,45,44,,,,2,3,2,,,,26,30,26,,,,7550,6750,7550,,,
1970,2,592,,100,4.54,1,0,6,100,2,73,0,2,950,1,,,,,,44,,,,,,2,,,,,,26,,,,,,7550,,,,,
1970,2,593,,100,4.54,1,0,1,100,1,62,2,26,12350,1,,,2,,,62,,,55,,,2,,,2,,,26,,,25,,,12350,,,0,,
1970,2,593,,100,4.54,1,0,2,100,2,55,2,25,0,1,,,1,,,62,,,62,,,2,,,2,,,26,,,26,,,12350,,,12350,,
1970,2,593,,100,4.54,1,0,3,100,1,28,6,60,7450,1,2,1,,,,62,55,62,,,,2,2,2,,,,26,25,26,,,,12350,0,12350,,,
1970,2,593,,100,4.54,1,0,4,100,2,19,6,60,4850,1,2,1,,,,62,55,62,,,,2,2,2,,,,26,25,26,,,,12350,0,12350,,,
1970,2,594,,100,4.54,1,0,1,100,1,69,1,16,1350,1,,,2,,,69,,,60,,,1,,,1,,,16,,,15,,,1350,,,1350,,
1970,2,594,,100,4.54,1,0,2,100,2,60,1,15,1350,1,,,1,,,69,,,69,,,1,,,1,,,16,,,16,,,1350,,,1350,,
1970,2,595,,100,4.54,1,0,1,100,2,69,1,16,2650,2,,,,,,69,,,,,,1,,,,,,16,,,,,,2650,,,,,
1970,2,596,,100,4.54,1,0,1,100,1,42,2,25,8050,1,,,2,,,42,,,41,,,2,,,5,,,25,,,50,,,8050,,,0,,
1970,2,596,,100,4.54,1,0,2,100,2,41,5,50,0,1,,,1,,,42,,,42,,,2,,,2,,,25,,,25,,,8050,,,8050,,
1970,2,596,,100,4.54,1,0,3,100,1,13,2,23,9999999,1,2,1,,,,42,41,42,,,,2,5,2,,,,25,50,25,,,,8050,0,8050,,,
1970,2,597,,100,4.54,1,0,1,100,1,14,2,26,50,1,,,,,,14,,,,,,2,,,,,,26,,,,,,50,,,,,
1970,2,598,,100,4.54,1,0,1,100,1,35,7,70,9550,1,,,2,,,35,,,27,,,7,,,6,,,70,,,60,,,9550,,,0,,
1970,2,598,,100,4.54,1,0,2,100,2,27,6,60,0,1,,,1,,,35,,,35,,,7,,,7,,,70,,,70,,,9550,,,9550,,
1970,2,598,,100,4.54,1,0,3,100,1,4,0,2,9999999,1,2,1,,,,35,27,35,,,,7,6,7,,,,70,60,70,,,,9550,0,9550,,,
1970,2,599,,100,4.54,1,0,1,100,2,65,6,60,4450,2,,,,,,65,,,,,,6,,,,,,60,,,,,,4450,,,,,
1970,2,600,,100,4.54,1,0,1,100,1,79,2,26,1450,1,,,2,,,79,,,75,,,2,,,2,,,26,,,26,,,1450,,,0,,
1970,2,600,,100,4.54,1,0,2,100,2,75,2,26,0,1,,,1,,,79,,,79,,,2,,,2,,,26,,,26,,,1450,,,1450,,
1970,2,600,,100,4.54,1,0,3,100,1,35,6,60,8150,1,2,1,,,,79,75,79,,,,2,2,2,,,,26,26,26,,,,1450,0,1450,,,
1970,2,601,,100,4.54,1,0,1,100,1,45,8,80,14250,1,,,2,,,45,,,42,,,8,,,6,,,80,,,60,,,14250,,,2350,,
1970,2,601,,100,4.54,1,0,2,100,2,42,6,60,2350,1,,,1,,,45,,,45,,,8,,,8,,,80,,,80,,,14250,,,14250,,
1970,2,601,,100,4.54,1,0,3,100,1,19,7,70,1450,1,2,1,,,,45,42,45,,,,8,6,8,,,,80,60,80,,,,14250,2350,14250,,,
1970,2,601,,100,4.54,1,0,4,100,1,15,3,30,0,1,2,1,,,,45,42,45,,,,8,6,8,,,,80,60,80,,,,14250,2350,14250,,,
1970,2,602,,100,4.54,1,0,1,100,2,73,2,26,1550,2,,,,,,73,,,,,,2,,,,,,26,,,,,,1550,,,,,
1970,2,603,,100,4.54,1,0,1,100,1,35,7,70,7150,1,,,2,,,35,,,33,,,7,,,9,,,70,,,90,,,7150,,,3450,,
1970,2,603,,100,4.54,1,0,2,100,2,33,9,90,3450,1,,,1,,,35,,,35,,,7,,,7,,,70,,,70,,,7150,,,7150,,
1970,2,603,,100,4.54,1,0,3,100,2,9,1,16,9999999,1,2,1,,,,35,33,35,,,,7,9,7,,,,70,90,70,,,,7150,3450,7150,,,
1970,2,603,,100,4.54,1,0,4,100,1,8,1,15,9999999,1,2,1,,,,35,33,35,,,,7,9,7,,,,70,90,70,,,,7150,3450,7150,,,
